lastfm_url,track,artist,seeds,number_of_emotion_tags,valence_tags,arousal_tags,dominance_tags,mbid,spotify_id,genre,text
https://www.last.fm/music/george%2bharrison/_/dream%2baway,Dream Away,George Harrison,['literate'],3,4.166666666666667,3.0633333333333335,3.783333333333333,7a524696-abbb-4510-b374-1e2ed5cf05ac,1GFGcPhn4h9q57gJ8RXC8o,singer-songwriter,"Oh Ry In Eye Ay - Oh Ry In Eye Ay  
Oh Ry In Eye Key Ooh Lay  
Ka Lay Ooh Lau Ee - Oh Ry In Eye Ay  
Sya Te Lee Ay Vee Show  
Midnight sunshine silent thunder  
Sky as black as day  
Only a dream away  
Oh Ry In Eye Ay - Oh Ry In Eye Ay  
Oh Ry In Eye Key Ooh Lay  
Ka Lay Ooh Lau Ee - Oh Ry In Eye Ay  
Sya Te Lee Ay Vee Show  
Waking while you're still deep sleeping  
Finding you're not here  
Watching a dream appear  
Tumbling through a thousand centuries  
You don't know where you'll land  
It's so dark in mythology  
Treasures of history to be found  
Near the legends of time  
All the handiworks remain there  
Only a dream away  
Oh Ry In Eye Ay - Oh Ry In Eye Ay  
Oh Ry In Eye Key Ooh Lay  
Ka Lay Ooh Lau Ee - Oh Ry In Eye Ay  
Sya Te Lee Ay Vee Show  
Greedy feeling wheeling dealing  
Losing what you won  
See the dream come undone  
Stumble you may with the elementary  
Lucky you got so far  
All you owe is apologies  
Measure the mystery and astound  
Without taking up time  
So the handiworks remain there  
Only a dream away  
Oh Ry In Eye Ay - Oh Ry In Eye Ay  
Oh Ry In Eye Key Ooh Lay  
Ka Lay Ooh Lau Ee - Oh Ry In Eye Ay  
Sya Te Lee Ay Vee Show  
In out, hot cold, up down, young old  
What a lot to do  
Sharing a dream with you  
Oh Ry In Eye Ay - Oh Ry In Eye Ay  
Oh Ry In Eye Key Ooh Lay  
Ka Lay Ooh Lau Ee - Oh Ry In Eye  
Sya Te Lee Ay Vee Show

"
https://www.last.fm/music/cake/_/love%2byou%2bmadly,Love You Madly,Cake,"['fun', 'quirky']",12,7.175432098765433,4.950864197530864,6.03641975308642,2ecc4d9c-a1d6-412f-a693-5850e6375cb1,5jhfa76FhqtD3Boij6MAKS,alternative,"I don't want to wonder if this is a blunder  
I don't want to worry whether we're going to stay together till we die  
I don't want you jumping unless this music's thumping  
All the dishes rattle in the cupboards when the elephants arrive  
  
I want to love you madly  
I want to love you now  
I want to love you madly  
I want to love you, love you, love you madly  
  
I don't want to fake it, I just want to make it  
The ornaments look pretty but they're pulling down the branches of the tree  
I don't want to think about it, I don't want to talk about  
When I kiss your lips I want to sink down to the bottom of the sea  
  
I want to love you madly  
I want to love you now  
I want to love you madly  
I want to love you, love you, love you madly  
  
I don't want to hold back, I don't want to slip down  
I don't want to think back to the one thing that I know I should have down  
I don't want to doubt you, know everything about you  
I don't want to sit across the table from you wishing I could run  
  
I want to love madly  
I want to love you now  
I want to love you madly  
I want to love you, love you, love you madly

"
https://www.last.fm/music/michael%2bbolton/_/go%2bthe%2bdistance,Go The Distance,Michael Bolton,['romantic'],17,7.092372881355932,4.44449152542373,6.1928813559322045,a46f62ca-e6f9-4f70-94be-a34ba0a4724a,3hS5RCp5EE1wUiiE7f8dM1,disney,"I have often dreamed, of a far off place  
Where a hero's welcome, would be waiting for me  
Where the crowds will cheer, when they see my face  
And a voice keeps saying, this is where I'm meant to be  
  
I'll be there someday, I can go the distance  
I will find my way, if I can be strong  
I know ev'ry mile, will be worth my while  
When I go the distance, I'll be right where I belong  
  
Down an unknown road, to embrace my fate  
Though that road may wander, it will lead me to you  
And a thousand years, would be worth the wait  
It might take a lifetime, but somehow I'll see it through  
  
And I won't look back, I can go the distance  
And I'll stay on track, no, I won't accept defeat  
It's an uphill slope, but I won't lose hope  
Till I go the distance, and my journey is complete  
  
But to look beyond the glory is the hardest part  
For a hero's strength is measured by his heart  
  
Like a shooting star, I will go the distance  
I will search the world, I will face it's harms  
I don't care how far, I can go the distance  
Till I find my hero's welcome, waiting in your arms  
  
I will search the world, I will face it's harms  
Till I find my hero's welcome, waiting in your arms

"
https://www.last.fm/music/sting/_/a%2bthousand%2byears,A Thousand Years,Sting,['atmospheric'],15,5.750571428571428,3.7285714285714278,5.427857142857143,d15d95a5-fe2f-47f9-8cd2-6f10bd051590,4zYdvcaguqCfG5IcRLpfd4,rock,"A thousand years, a thousand more  
A thousand times a million doors to eternity  
I may have lived a thousand lives, a thousand times  
An endless turning stairway climbs  
To a tower of souls  
If it takes another thousand years, a thousand wars,  
The towers rise to numberless floors in space  
I could shed another million tears, a million breaths,  
A million names but only one truth to face  
A million roads, a million fears  
A million suns, ten million years of uncertainty  
I could speak a million lies, a million songs,  
A million rights, a million wrongs in this balance of time  
But if there was a single truth, a single light  
A single thought, a singular touch of grace  
Then following this single point, this single flame,  
This single haunted memory of your face  
I still love you  
I still want you  
A thousand times the mysteries unfold themselves  
Like galaxies in my head  
I may be numberless, I may be innocent  
I may know many things, I may be ignorant  
Or I could ride with kings and conquer many lands  
Or win this world at cards and let it slip my hands  
I could be cannon food, destroyed a thousand times  
Reborn as fortune's child to judge another's crimes  
Or wear this pilgrim's cloak, or be a common thief  
I've kept this single faith, I have but one belief  
I still love you  
I still want you  
A thousand times the mysteries unfold themselves  
Like galaxies in my head  
On and on the mysteries unwind themselves  
Eternities still unsaid  
'Til you love me

"
https://www.last.fm/music/cat%2bstevens/_/moonshadow,Moonshadow,Cat Stevens,['mellow'],16,6.420487804878047,3.2795121951219515,6.262195121951218,2da8de9e-e7ef-4c1c-bfa7-f2beb5ea5fce,4xUlOxwGkdhsQuirAp5RfV,folk,"[Chorus:]  
Oh, I'm bein' followed by a moonshadow, moon shadow, moonshadow---  
Leapin and hoppin' on a moonshadow, moonshadow, moonshadow---  
  
And if I ever lose my hands, lose my plough, lose my land,  
Oh if I ever lose my hands, Oh if I won't have to work no more.  
  
And if I ever lose my eyes, if my colours all run dry,  
Yes if I ever lose my eyes, Oh if I won't have to cry no more.  
  
[Chorus]  
  
And if I ever lose my legs, I won't moan, and I won't beg,  
Yes if I ever lose my legs, Oh if I won't have to walk no more.  
  
And if I ever lose my mouth, all my teeth, north and south,  
Yes if I ever lose my mouth, Oh if I won't have to talk...  
  
Did it take long to find me? I asked the faithful light.  
Did it take long to find me? And are you gonna stay the night?  
  
[Chorus]  
Moonshadow, moonshadow, moonshadow, moonshadow.

"
https://www.last.fm/music/abba/_/bang-a-boomerang,Bang-A-Boomerang,ABBA,['uplifting'],8,7.532666666666666,5.299999999999999,6.857333333333333,80ae37e0-667d-48ba-9121-492acb447610,0bpg3LHQI12aDYd9rwYCC9,pop,"Making somebody happy is a question of give and take  
You can learn how to show it so come on, give yourself a break  
Every smile and every little touch  
Don't you know that they mean so much  
Sweet sweet kisses so tender  
Always will return to sender  
  
Like a bang, a boom-a-boomerang  
Dumb-be-dumb-dumb be-dumb-be-dumb-dumb  
Oh bang, a boom-a-boomerang  
Love is a tune you hum-de-hum-hum  
By giving away, I think you'll learn  
You'll get love in return  
So bang, a boom-a-boomerang is love  
A boom-a-boomerang is love  
  
Love is always around and you can look for it anywhere  
When you feel that you've found it my advice is to take good care  
Never use it as a selfish tool  
Never ever be such a fool  
Every feeling you're showing  
Is a boomerang you're throwing  
  
Yes a bang, a boom-a-boomerang  
Dumb-be-dumb-dumb be-dumb-be-dumb-dumb  
Oh bang, a boom-a-boomerang  
Love is a tune you hum-de-hum-hum  
By giving away, I think you'll learn  
You'll get love in return  
So bang, a boom-a-boomerang is love  
  
And if you're warm and tender  
I'll kiss you, return to sender  
Please surrender  
  
Bang, a boom-a-boomerang  
Dumb-be-dumb-dumb be-dumb-be-dumb-dumb  
Oh bang, a boom-a-boomerang is love  
A boom-a-boomerang is love

"
https://www.last.fm/music/roxy%2bmusic/_/oh%2byeah,Oh Yeah,Roxy Music,['sentimental'],8,6.630582524271845,4.250097087378641,6.234077669902912,47a77f28-6b17-4c8e-81a0-36d0956a210a,1ApsBaz9fpPptVZxgqtOy3,rock,"Oh Yeah  
Roxy Music  
Brian Ferry  
  
Some expression in your eyes  
Overtook me by surprise  
Where was I how was I to know'  
How can we drive to a movie show  
When the music is here in my car  
There's a band playing on the radio  
With a rhythm of rhyming guitars  
They playing Oh Yeah on the radio  
And so came to be our song  
  
And so on through all summer long  
Day and night drifting into love  
Driving you home from a movie show  
So in tune to the sounds in my car  
There's a band playing on the radio  
With a rhythm of rhyming guitars  
They playing Oh Yeah on the radio  
It's some time since we said goodbye  
And now we lead our separate lives  
But where am I where can I go'  
  
Driving alone to a movie show  
So I turn to the sounds in my car  
There's a band playing on the radio  
With a rhythm of rhyming guitars  
There's a band playing on the radio  
And it's drowning the sound of my tears  
They're playing Oh Yeah on the radio

"
https://www.last.fm/music/robbie%2bwilliams/_/love%2bsomebody,Love Somebody,Robbie Williams,"['dark', 'bittersweet', 'powerful', 'poignant']",24,5.910459770114943,4.8613793103448275,5.567126436781608,b6c03326-9ce3-4c2f-b32d-d5839a1cf228,4FUGhOQNLbs6NOhFR5CaaJ,pop,"Always and forever is forever young  
Your shadow on the pavement  
The dark side of the sun  
Gotta dream the dream all over  
And sleep here tight  
You don't want to sing the blues  
In black and white  
  
And it's hope that spring's eternal for everyone  
If it ain't broken break it or the damage done  
  
Trying to love somebody  
Just want to love somebody right now  
There's just no pleasing me  
Trying to love somebody  
Just want to love somebody right now  
Baby lay your love on me  
  
Violet in the rainbow just melt away  
There's not enough minutes in the hour  
Or hours in the day  
The song played in a circle that never skips a beat  
The stranger in a country that I have yet to meet  
  
And it's hope that springs eternal for everyone  
Got a lifetime in a second oh the damage done  
  
Trying to love somebody  
Just want to love somebody right now  
Guess there's just no pleasing me  
I want to love somebody  
Just want to love somebody right now  
Baby lay your love on me  
  
It'll come in your sweet time, Lord  
I just gotta let you in  
The blind leading the blind, Lord  
Getting underneath your skin  
I can feel you in the silence  
Saying let forever be  
Love, only love, will set you free  
  
I want to love somebody  
Want to love somebody right now  
There's just no pleasing me  
I want to love somebody  
Just want to love somebody right now  
Lay lay, lay your love on me  
  
It'll come in your sweet time, Lord  
I just gotta let you in  
The blind leading the blind, Lord  
Getting underneath your skin  
I can feel you in the silence  
Saying let forever be  
Love, only love, will set you free

"
https://www.last.fm/music/dave%2bmatthews%2bband/_/long%2bblack%2bveil,Long Black Veil,Dave Matthews Band,['intense'],5,5.326666666666667,4.8133333333333335,5.321666666666667,5e0e6a30-d982-4d8e-91c7-5d7b3a441e8d,0EQ7FRSSQhWt99hB3djFB6,acoustic,"Ten years ago on a cold dark night  
Someone was killed beneath the townhall light  
There were few at the scene, but they all agreed  
That the slayer who ran looked a lot like me  
She walks these hills in a long black veil  
She visits my grave when the night winds wail  
Nobody knows, nobody sees, nobody knows but me  
  
The judge said ""son, what is your aliby?  
If you were somewhere else, then you won't have to die.""  
I said not a word, though it meant my life,  
For I'd been in the arms of my best friend's wife.  
Oh, she walks these hills in a long black veil.  
She visits my grave when the night winds wail.  
Nobody knows, nobody sees, nobody knows but me.  
  
Oh, now the scaffold is high, eternity is near  
She stood in the crowd and shed not a tear  
And sometimes at night when the cold winds blow  
In a long black veil she cries over my bones.  
She walks these hills in a long black veil  
She visits my grave when the night winds wail  
Nobody knows, nobody sees, nobody knows but me.  
  
Oh, she walks these hills in a long black veil  
She visits my grave when the night winds wail  
Nobody knows, nobody sees, nobody knows but me.  
  
Nobody knows. nobody knows, but me.  
Nobody knows but me.

"
https://www.last.fm/music/indigo%2bgirls/_/secure%2byourself,Secure Yourself,Indigo Girls,['passionate'],1,7.17,6.33,6.619999999999999,2ec09ab3-fe89-4f59-afce-1e65c14b28c5,2LI6cjLd6ptHt0ij7TWkzl,folk,"In the ink of an eye I saw you bleed,  
Through the thunder I could hear you scream,  
Solid to the air I breathe,  
Open-eyed and fast asleep.  
Falling softly as the rain,  
No footsteps ringing in your ears.  
Ragged down worn to the skin  
Warrior raging, have no fear.  
  
Secure yourself to heaven.  
Hold on tight, the night has come  
Fasten up your earthly burdens,  
You have just begun.  
  
Kneeling down with broken prayers,  
Hearts and bones from days of youth,  
Restless with an angel's wing,  
I dig a grave to bury you.  
No feet to fall,  
You need no ground,  
Allowed to glide right through the sun,  
Released from circles guarded tight,  
Now we all are chosen ones.  
  
Secure yourself to heaven.  
Hold on tight, the night has come  
Fasten up your earthly burdens,  
You have just begun.

"
https://www.last.fm/music/train/_/you%2balready%2bknow,You Already Know,Train,"['angst-ridden', 'intense', 'brash', 'dramatic', 'eccentric', 'uplifting', 'witty', 'bittersweet', 'powerful', 'energetic', 'quirky']",17,5.926470588235294,4.857647058823529,5.5205882352941185,96132d55-74a0-455a-ac3b-4e509c344c60,3ornutjAiLHXmngzQN68PI,rock,"This bipolar love affair  
It just ain't where it's at for me anymore  
So don't let the door hit you when you leave  
  
You throw me in the fire just to save my life  
A pretty little liar when I call you out  
You'd rather put up a fight  
Than just come clean  
  
Get on your way to making someone else feel loved  
And higher than they ever thought they could go  
You already know  
I'm giving you up and letting me down  
Stop pretending that you're gonna turn yourself around  
You already know  
Know know know  
You already know  
Know know know  
Don't ask me why  
You already know  
  
I was a shoulder you leaned on  
You made me feel like the next James Bond  
Double Oh-seven, oh hell, you were heaven to me  
but while you were singin' what I wanted to hear  
You started breaking ground on a new frontier  
Always makin' love, but never with me  
  
So get on your way to makin' someone else feel loathin'  
And higher than they ever thought they could go  
You already know  
Giving you up and letting me down  
Stop pretending that you're gonna turn yourself around  
You already know  
Know know know  
You already know  
Know know know  
Don't ask me why  
You already know  
  
You already know that, I'm done waiting  
Going crazy hating myself for loving you  
At least the one side of you I thought I knew  
You already know  
  
You already know  
You already know  
Know know know  
You already know  
Know know know  
Don't ask me why

"
https://www.last.fm/music/harry%2bconnick%252c%2bjr./_/i%2527ve%2bgot%2ba%2bgreat%2bidea,I've Got A Great Idea,"Harry Connick, Jr.",['light'],2,6.51,2.735,5.845,3dfb63ba-9ca1-4394-9910-5800a5d67263,,jazz,"I've got a great idea  
And wouldn't you like to know  
You probably can't bear it  
So I guess I'll have to share it  
I thought of it a moment ago  
  
It starts with your hand in mine  
And next comes a little stroll  
You probably won't buy it  
But I'm trying to keep it quiet  
So please don't tell a soul  
  
'cause if you do  
The world and you  
Will think I'm crazy and give me medicine  
They'll drag me away  
And as I go you'll hear me say  
I could have been a decent match for edison  
  
Ideas are few and far between  
And good ideas are rarer still  
So listen and be wise  
Just forget the other guys  
'cause my idea's no good for three  
My idea is you and me

"
https://www.last.fm/music/depeche%2bmode/_/shine,Shine,Depeche Mode,['dreamy'],10,6.634561403508771,4.192982456140351,5.928947368421054,f9b8704f-9f75-43be-b0f3-32ffffd57ecc,6Ro2YkehdxFOvGKdBMjSXM,electronic,"Put on your blindfold  
And a dress that's tight  
And come with me  
On a mystery night  
Open your eyes  
  
Follow our stars under a painted sky  
We'll leave the world behind  
We're learning to fly  
We used to get by  
  
Forget the pictures on your TV screen  
We'll steal the visions  
That you keep for your dreams  
You can turn me on  
  
I was blind, and I saw the light  
My angel coming  
In a brilliant white  
Shine for me  
  
You've been hanging from a rope of mediocrity  
Strung up by your insecurities  
You can shine for me  
Somebody has to  
Shine for me  
It's difficult not to  
Shine for me  
  
Follow our stars under a painted sky  
We'll leave the world behind  
We're learning to fly  
We used to get by  
  
Forget the pictures on your TV screen  
We'll steal the visions  
That you keep for your dreams  
You can turn me on  
  
You've been hanging from a rope of mediocrity  
Strung up by your insecurities  
You can shine for me  
Somebody has to  
Shine for me  
It's difficult not to  
Shine for me  
Somebody has to  
Shine for me  
It's difficult not to  
Shine for me

"
https://www.last.fm/music/donna%2bsummer/_/mistaken%2bidentity,Mistaken Identity,Donna Summer,['eccentric'],1,5.37,5.19,6.1,a8202309-217d-423f-9072-49eb8dc1f9c0,55x8oPO1IQIPh46973MKW2,pop,"Undercover cop car  
Came screeching to a halt  
Body lying on the ground  
Must be someone's fault  
Circumstantial evidence  
Seemed to point her way  
Her right to remain silent  
Was all she heard them say  
  
Blue dress, blue eyes  
Blonde hair, about five foot nine  
Wrong place, wrong time  
Wrong face, wrong crime  
  
(chorus):  
Mistaken identity  
Could happen to you or to me  
Mistaken identity  
Mistaken identity  
Could happen to you or to me  
Mistaken identity  
Mistaken identity  
  
(i didn't do it, no, i didn't do it)  
No money for a lawyer  
To defend her case  
Standing in the line-up  
Tears rolling down her face  
  
No one cared to listen  
Someone had to take the heat  
Sometimes there's no justice  
When you're a victim of the street  
  
Wrong place, wrong time  
Wrong face, wrong crime (x4)  
  
(chorus):  
Tu ut tu tu tu...tu ut tut tu tu  
They didn't even say  
I'm sorry  
Tried to put her away  
In a hurry  
  
Don't make her pay the price  
She's not guilty  
(guilty)  
For someone else's crime  
Set her free  
(set her free)  
  
I didn't  
I didn't  
I didn't do it no (x4)  
  
(chorus out)

"
